,PM2.5,PM10,NO2,NH3,SO2,CO,Ozone
802,86.69,119.93754716981134,4.94,7.73,29.04,0.7,6.04
803,49.33,120.63603773584907,6.44,7.73,30.06,0.7,5.41
804,28.99,121.3345283018868,6.3,7.73,29.89,0.7,7.54
805,23.57,122.03301886792454,7.61,7.73,30.33,0.7,6.26
806,30.39,122.73150943396227,7.69,7.73,34.03,0.7,3.8
807,41.38,123.43,7.63,7.73,30.98,0.68,9.96
808,40.26,184.79,8.44,12.42,28.78,0.7,8.61
809,71.79,189.98,7.4,8.88,31.48,0.7,7.12
810,39.76,160.47,7.05,8.2,30.19,0.7,7.71
811,37.76,142.78,9.94,14.68,29.88,0.7,4.75
812,41.07,160.8,7.41,6.92,29.54,0.7,6.96
813,65.14,170.07,8.98,1.58,24.2,0.7,6.91
814,52.85,144.96,8.47,3.41,25.95,0.7,12.62
815,43.93,130.9,9.29,2.13,25.64,0.7,10.81
816,39.97,97.64,9.43,8.39,28.48,0.7,5.11
817,50.4725,135.8925,16.08,17.84,28.02,0.7,3.58
818,45.583333333333336,124.50000000000001,10.817499999999999,7.942500000000001,27.022499999999997,0.7,8.030000000000001
819,41.95,114.27000000000002,11.6,9.453333333333333,27.379999999999995,0.7,6.500000000000001
820,31.27,102.25,6.7,9.77,28.08,0.7,14.31
821,29.35,80.33,5.91,10.15,26.55,0.7,11.63
822,44.96,101.19,7.49,10.82,26.8,0.7,15.06
823,47.1,106.75,5.6,10.11,27.05,0.7,10.16
824,35.62,88.55,5.48,12.58,28.01,0.7,9.09
825,2.46,98.07,5.64,14.02,26.71,0.7,7.99
826,32.535,76.73,5.26,12.7,29.4,0.7,12.15
827,28.39333333333333,90.16,6.06,12.57,28.39,0.7,8.96
828,19.039999999999996,105.55,6.39,4.47,32.8,0.7,7.75
829,43.36,88.29,7.03,5.42,32.56,0.7,6.62
830,41.82,83.63,5.96,12.92,35.77,0.7,3.61
831,38.17,70.14,3.63,15.85,37.78,0.7,2.44
832,20.95,39.34,3.5,9.65,33.5,0.7,4.0
833,9.81,48.26,3.78,4.11,39.27,0.7,3.29
834,13.82,49.38,6.17,9.01,44.81,0.7,2.96
835,19.18,35.39,6.2,6.6,44.24,0.7,6.72
836,38.94,43.0925,5.45,12.36,38.27,0.7,5.27
837,24.77,52.91,5.72,9.77,36.3,0.7,6.76
838,17.94,35.76,5.9,6.97,37.31,0.7,5.02
839,30.03,60.05,5.817500000000001,8.924999999999999,38.86,0.7,9.52
840,31.8,63.22,5.12,13.29,40.47,0.7,5.69
841,24.32,48.64,5.54,15.82,37.69,0.7,9.98
842,23.25,46.51,4.33,13.74,36.81,0.7,7.42
843,26.04,52.07,5.27,10.59,35.62,0.7,6.16
844,29.07,58.15,6.11,11.97,38.83,0.7,5.82
